dataset,instance,product,period,value
10X,IncT10x_2,EK8A_FFF,150,210.0
10X,IncT10x_2,EK8A_FFF,152,156.0
10X,IncT10x_2,EK8A_FFF,154,1939.0
10X,IncT10x_2,EK8A_FFF,161,528.0
10X,IncT10x_2,EK8A_FFF,164,167.0
10X,IncT10x_2,EK8A_FFF,169,210.0
10X,IncT10x_2,EK8A_FFF,171,156.0
10X,IncT10x_2,EK8A_FFF,173,1939.0
10X,IncT10x_2,EK8A_FFF,180,528.0
10X,IncT10x_2,EK8A_FFF,183,167.0
10X,IncT10x_2,EK8A_FFF,188,210.0
10X,IncT10x_2,EK8A_FFF,190,156.0
10X,IncT10x_2,EK8R_3_5_7,16,876.0
10X,IncT10x_2,EK8R_3_5_7,19,124.0
10X,IncT10x_2,EK8R_3_5_7,35,876.0
10X,IncT10x_2,EK8R_3_5_7,38,124.0
10X,IncT10x_2,EK8R_3_5_7,54,876.0
10X,IncT10x_2,EK8R_3_5_7,57,124.0
10X,IncT10x_2,EK8R_3_5_7,73,876.0
10X,IncT10x_2,EK8R_3_5_7,76,124.0
10X,IncT10x_2,EK8R_3_5_7,92,876.0
10X,IncT10x_2,EK8R_3_5_7,95,124.0
10X,IncT10x_2,EK8R_3_5_7,111,876.0
10X,IncT10x_2,EK8R_3_5_7,114,124.0
10X,IncT10x_2,EK8R_3_5_7,130,876.0
10X,IncT10x_2,EK8R_3_5_7,133,124.0
10X,IncT10x_2,EK8R_3_5_7,149,876.0
10X,IncT10x_2,EK8R_3_5_7,152,124.0
10X,IncT10x_2,EK8R_3_5_7,168,876.0
10X,IncT10x_2,EK8R_3_5_7,171,124.0
10X,IncT10x_2,EK8R_3_5_7,187,876.0
10X,IncT10x_2,EK8R_3_5_7,190,124.0
10X,IncT10x_2,EK8R_4_10,15,8964.0
10X,IncT10x_2,EK8R_4_10,19,36.0
10X,IncT10x_2,EK8R_4_10,34,8964.0
10X,IncT10x_2,EK8R_4_10,38,36.0
10X,IncT10x_2,EK8R_4_10,53,8964.0
10X,IncT10x_2,EK8R_4_10,57,36.0
10X,IncT10x_2,EK8R_4_10,72,8964.0
10X,IncT10x_2,EK8R_4_10,76,36.0
10X,IncT10x_2,EK8R_4_10,91,8964.0
10X,IncT10x_2,EK8R_4_10,95,36.0
10X,IncT10x_2,EK8R_4_10,110,8964.0
10X,IncT10x_2,EK8R_4_10,114,36.0
10X,IncT10x_2,EK8R_4_10,129,8964.0
10X,IncT10x_2,EK8R_4_10,133,36.0
10X,IncT10x_2,EK8R_4_10,148,8964.0
10X,IncT10x_2,EK8R_4_10,152,36.0
10X,IncT10x_2,EK8R_4_10,167,8964.0
10X,IncT10x_2,EK8R_4_10,171,36.0
10X,IncT10x_2,EK8R_4_10,186,8964.0
10X,IncT10x_2,EK8R_4_10,190,36.0
10X,IncT10x_2,EK8R_6_10,7,3920.0
10X,IncT10x_2,EK8R_6_10,19,80.0
10X,IncT10x_2,EK8R_6_10,26,3920.0
10X,IncT10x_2,EK8R_6_10,38,80.0
10X,IncT10x_2,EK8R_6_10,45,3920.0
10X,IncT10x_2,EK8R_6_10,57,80.0
10X,IncT10x_2,EK8R_6_10,64,3920.0
10X,IncT10x_2,EK8R_6_10,76,80.0
10X,IncT10x_2,EK8R_6_10,83,3920.0
10X,IncT10x_2,EK8R_6_10,95,80.0
10X,IncT10x_2,EK8R_6_10,102,3920.0
10X,IncT10x_2,EK8R_6_10,114,80.0
10X,IncT10x_2,EK8R_6_10,121,3920.0
10X,IncT10x_2,EK8R_6_10,133,80.0
10X,IncT10x_2,EK8R_6_10,140,3920.0
10X,IncT10x_2,EK8R_6_10,152,80.0
10X,IncT10x_2,EK8R_6_10,159,3920.0
10X,IncT10x_2,EK8R_6_10,171,80.0
10X,IncT10x_2,EK8R_6_10,178,3920.0
10X,IncT10x_2,EK8R_6_10,190,80.0
10X,IncT10x_2,EK8R_10_20,8,581.0
10X,IncT10x_2,EK8R_10_20,18,268.0
10X,IncT10x_2,EK8R_10_20,19,51.0
10X,IncT10x_2,EK8R_10_20,27,581.0
10X,IncT10x_2,EK8R_10_20,37,268.0
10X,IncT10x_2,EK8R_10_20,38,51.0
10X,IncT10x_2,EK8R_10_20,46,581.0
10X,IncT10x_2,EK8R_10_20,56,268.0
10X,IncT10x_2,EK8R_10_20,57,51.0
10X,IncT10x_2,EK8R_10_20,65,581.0
10X,IncT10x_2,EK8R_10_20,75,268.0
10X,IncT10x_2,EK8R_10_20,76,51.0
10X,IncT10x_2,EK8R_10_20,84,581.0
10X,IncT10x_2,EK8R_10_20,94,268.0
10X,IncT10x_2,EK8R_10_20,95,51.0
10X,IncT10x_2,EK8R_10_20,103,581.0
10X,IncT10x_2,EK8R_10_20,113,268.0
10X,IncT10x_2,EK8R_10_20,114,51.0
10X,IncT10x_2,EK8R_10_20,122,581.0
10X,IncT10x_2,EK8R_10_20,132,268.0
10X,IncT10x_2,EK8R_10_20,133,51.0
10X,IncT10x_2,EK8R_10_20,141,581.0
10X,IncT10x_2,EK8R_10_20,151,268.0
10X,IncT10x_2,EK8R_10_20,152,51.0
10X,IncT10x_2,EK8R_10_20,160,581.0
10X,IncT10x_2,EK8R_10_20,170,268.0
10X,IncT10x_2,EK8R_10_20,171,51.0
10X,IncT10x_2,EK8R_10_20,179,581.0
10X,IncT10x_2,EK8R_10_20,189,268.0
10X,IncT10x_2,EK8R_10_20,190,51.0
10X,IncT10x_2,EK8R_12_16,1,882.0
10X,IncT10x_2,EK8R_12_16,2,3023.0
10X,IncT10x_2,EK8R_12_16,13,704.0
10X,IncT10x_2,EK8R_12_16,17,3424.0
10X,IncT10x_2,EK8R_12_16,18,3788.0
10X,IncT10x_2,EK8R_12_16,19,179.0
10X,IncT10x_2,EK8R_12_16,20,882.0
10X,IncT10x_2,EK8R_12_16,21,3023.0
10X,IncT10x_2,EK8R_12_16,32,704.0
10X,IncT10x_2,EK8R_12_16,36,3424.0
10X,IncT10x_2,EK8R_12_16,37,3788.0
10X,IncT10x_2,EK8R_12_16,38,179.0
10X,IncT10x_2,EK8R_12_16,39,882.0
10X,IncT10x_2,EK8R_12_16,40,3023.0
10X,IncT10x_2,EK8R_12_16,51,704.0
10X,IncT10x_2,EK8R_12_16,55,3424.0
10X,IncT10x_2,EK8R_12_16,56,3788.0
10X,IncT10x_2,EK8R_12_16,57,179.0
10X,IncT10x_2,EK8R_12_16,58,882.0
10X,IncT10x_2,EK8R_12_16,59,3023.0
10X,IncT10x_2,EK8R_12_16,70,704.0
10X,IncT10x_2,EK8R_12_16,74,3424.0
10X,IncT10x_2,EK8R_12_16,75,3788.0
10X,IncT10x_2,EK8R_12_16,76,179.0
10X,IncT10x_2,EK8R_12_16,77,882.0
10X,IncT10x_2,EK8R_12_16,78,3023.0
10X,IncT10x_2,EK8R_12_16,89,704.0
10X,IncT10x_2,EK8R_12_16,93,3424.0
10X,IncT10x_2,EK8R_12_16,94,3788.0
10X,IncT10x_2,EK8R_12_16,95,179.0
10X,IncT10x_2,EK8R_12_16,96,882.0
10X,IncT10x_2,EK8R_12_16,97,3023.0
10X,IncT10x_2,EK8R_12_16,108,704.0
10X,IncT10x_2,EK8R_12_16,112,3424.0
10X,IncT10x_2,EK8R_12_16,113,3788.0
10X,IncT10x_2,EK8R_12_16,114,179.0
10X,IncT10x_2,EK8R_12_16,115,882.0
10X,IncT10x_2,EK8R_12_16,116,3023.0
10X,IncT10x_2,EK8R_12_16,127,704.0
10X,IncT10x_2,EK8R_12_16,131,3424.0
10X,IncT10x_2,EK8R_12_16,132,3788.0
10X,IncT10x_2,EK8R_12_16,133,179.0
10X,IncT10x_2,EK8R_12_16,134,882.0
10X,IncT10x_2,EK8R_12_16,135,3023.0
10X,IncT10x_2,EK8R_12_16,146,704.0
10X,IncT10x_2,EK8R_12_16,150,3424.0
10X,IncT10x_2,EK8R_12_16,151,3788.0
10X,IncT10x_2,EK8R_12_16,152,179.0
10X,IncT10x_2,EK8R_12_16,153,882.0
10X,IncT10x_2,EK8R_12_16,154,3023.0
10X,IncT10x_2,EK8R_12_16,165,704.0
10X,IncT10x_2,EK8R_12_16,169,3424.0
10X,IncT10x_2,EK8R_12_16,170,3788.0
10X,IncT10x_2,EK8R_12_16,171,179.0
10X,IncT10x_2,EK8R_12_16,172,882.0
10X,IncT10x_2,EK8R_12_16,173,3023.0
10X,IncT10x_2,EK8R_12_16,184,704.0
10X,IncT10x_2,EK8R_12_16,188,3424.0
10X,IncT10x_2,EK8R_12_16,189,3788.0
10X,IncT10x_2,EK8R_12_16,190,179.0
10X,IncT10x_2,EK8R_10_36,2,259.0
10X,IncT10x_2,EK8R_10_36,11,1507.0
10X,IncT10x_2,EK8R_10_36,19,234.0
10X,IncT10x_2,EK8R_10_36,21,259.0
10X,IncT10x_2,EK8R_10_36,30,1507.0
10X,IncT10x_2,EK8R_10_36,38,234.0
10X,IncT10x_2,EK8R_10_36,40,259.0
10X,IncT10x_2,EK8R_10_36,49,1507.0
10X,IncT10x_2,EK8R_10_36,57,234.0
10X,IncT10x_2,EK8R_10_36,59,259.0
10X,IncT10x_2,EK8R_10_36,68,1507.0
10X,IncT10x_2,EK8R_10_36,76,234.0
10X,IncT10x_2,EK8R_10_36,78,259.0
10X,IncT10x_2,EK8R_10_36,87,1507.0
10X,IncT10x_2,EK8R_10_36,95,234.0
10X,IncT10x_2,EK8R_10_36,97,259.0
10X,IncT10x_2,EK8R_10_36,106,1507.0
10X,IncT10x_2,EK8R_10_36,114,234.0
10X,IncT10x_2,EK8R_10_36,116,259.0
10X,IncT10x_2,EK8R_10_36,125,1507.0
10X,IncT10x_2,EK8R_10_36,133,234.0
10X,IncT10x_2,EK8R_10_36,135,259.0
10X,IncT10x_2,EK8R_10_36,144,1507.0
10X,IncT10x_2,EK8R_10_36,152,234.0
10X,IncT10x_2,EK8R_10_36,154,259.0
10X,IncT10x_2,EK8R_10_36,163,1507.0
10X,IncT10x_2,EK8R_10_36,171,234.0
10X,IncT10x_2,EK8R_10_36,173,259.0
10X,IncT10x_2,EK8R_10_36,182,1507.0
10X,IncT10x_2,EK8R_10_36,190,234.0
10X,IncT10x_2,EK8R_20_40,3,1139.0
10X,IncT10x_2,EK8R_20_40,9,1888.0
10X,IncT10x_2,EK8R_20_40,19,123.0
10X,IncT10x_2,EK8R_20_40,22,1139.0
10X,IncT10x_2,EK8R_20_40,28,1888.0
10X,IncT10x_2,EK8R_20_40,38,123.0
10X,IncT10x_2,EK8R_20_40,41,1139.0
10X,IncT10x_2,EK8R_20_40,47,1888.0
10X,IncT10x_2,EK8R_20_40,57,123.0
10X,IncT10x_2,EK8R_20_40,60,1139.0
10X,IncT10x_2,EK8R_20_40,66,1888.0
10X,IncT10x_2,EK8R_20_40,76,123.0
10X,IncT10x_2,EK8R_20_40,79,1139.0
10X,IncT10x_2,EK8R_20_40,85,1888.0
10X,IncT10x_2,EK8R_20_40,95,123.0
10X,IncT10x_2,EK8R_20_40,98,1139.0
10X,IncT10x_2,EK8R_20_40,104,1888.0
10X,IncT10x_2,EK8R_20_40,114,123.0
10X,IncT10x_2,EK8R_20_40,117,1139.0
10X,IncT10x_2,EK8R_20_40,123,1888.0
10X,IncT10x_2,EK8R_20_40,133,123.0
10X,IncT10x_2,EK8R_20_40,136,1139.0
10X,IncT10x_2,EK8R_20_40,142,1888.0
10X,IncT10x_2,EK8R_20_40,152,123.0
10X,IncT10x_2,EK8R_20_40,155,1139.0
10X,IncT10x_2,EK8R_20_40,161,1888.0
10X,IncT10x_2,EK8R_20_40,171,123.0
10X,IncT10x_2,EK8R_20_40,174,1139.0
10X,IncT10x_2,EK8R_20_40,180,1888.0
10X,IncT10x_2,EK8R_20_40,190,123.0
10X,IncT10x_2,EK8R_08_20,9,595.0
10X,IncT10x_2,EK8R_08_20,17,1962.0
10X,IncT10x_2,EK8R_08_20,18,412.0
10X,IncT10x_2,EK8R_08_20,19,31.0
10X,IncT10x_2,EK8R_08_20,28,595.0
10X,IncT10x_2,EK8R_08_20,36,1962.0
10X,IncT10x_2,EK8R_08_20,37,412.0
10X,IncT10x_2,EK8R_08_20,38,31.0
10X,IncT10x_2,EK8R_08_20,47,595.0
10X,IncT10x_2,EK8R_08_20,55,1962.0
10X,IncT10x_2,EK8R_08_20,56,412.0
10X,IncT10x_2,EK8R_08_20,57,31.0
10X,IncT10x_2,EK8R_08_20,66,595.0
10X,IncT10x_2,EK8R_08_20,74,1962.0
10X,IncT10x_2,EK8R_08_20,75,412.0
10X,IncT10x_2,EK8R_08_20,76,31.0
10X,IncT10x_2,EK8R_08_20,85,595.0
10X,IncT10x_2,EK8R_08_20,93,1962.0
10X,IncT10x_2,EK8R_08_20,94,412.0
10X,IncT10x_2,EK8R_08_20,95,31.0
10X,IncT10x_2,EK8R_08_20,104,595.0
10X,IncT10x_2,EK8R_08_20,112,1962.0
10X,IncT10x_2,EK8R_08_20,113,412.0
10X,IncT10x_2,EK8R_08_20,114,31.0
10X,IncT10x_2,EK8R_08_20,123,595.0
10X,IncT10x_2,EK8R_08_20,131,1962.0
10X,IncT10x_2,EK8R_08_20,132,412.0
10X,IncT10x_2,EK8R_08_20,133,31.0
10X,IncT10x_2,EK8R_08_20,142,595.0
10X,IncT10x_2,EK8R_08_20,150,1962.0
10X,IncT10x_2,EK8R_08_20,151,412.0
10X,IncT10x_2,EK8R_08_20,152,31.0
10X,IncT10x_2,EK8R_08_20,161,595.0
10X,IncT10x_2,EK8R_08_20,169,1962.0
10X,IncT10x_2,EK8R_08_20,170,412.0
10X,IncT10x_2,EK8R_08_20,171,31.0
10X,IncT10x_2,EK8R_08_20,180,595.0
10X,IncT10x_2,EK8R_08_20,188,1962.0
10X,IncT10x_2,EK8R_08_20,189,412.0
10X,IncT10x_2,EK8R_08_20,190,31.0
10X,IncT10x_2,EK8R_40_F,10,409.0
10X,IncT10x_2,EK8R_40_F,16,1502.0
10X,IncT10x_2,EK8R_40_F,19,2089.0
10X,IncT10x_2,EK8R_40_F,29,409.0
10X,IncT10x_2,EK8R_40_F,35,1502.0
10X,IncT10x_2,EK8R_40_F,38,2089.0
10X,IncT10x_2,EK8R_40_F,48,409.0
10X,IncT10x_2,EK8R_40_F,54,1502.0
10X,IncT10x_2,EK8R_40_F,57,2089.0
10X,IncT10x_2,EK8R_40_F,67,409.0
10X,IncT10x_2,EK8R_40_F,73,1502.0
10X,IncT10x_2,EK8R_40_F,76,2089.0
10X,IncT10x_2,EK8R_40_F,86,409.0
10X,IncT10x_2,EK8R_40_F,92,1502.0
10X,IncT10x_2,EK8R_40_F,95,2089.0
10X,IncT10x_2,EK8R_40_F,105,409.0
10X,IncT10x_2,EK8R_40_F,111,1502.0
10X,IncT10x_2,EK8R_40_F,114,2089.0
10X,IncT10x_2,EK8R_40_F,124,409.0
10X,IncT10x_2,EK8R_40_F,130,1502.0
10X,IncT10x_2,EK8R_40_F,133,2089.0
10X,IncT10x_2,EK8R_40_F,143,409.0
10X,IncT10x_2,EK8R_40_F,149,1502.0
10X,IncT10x_2,EK8R_40_F,152,2089.0
10X,IncT10x_2,EK8R_40_F,162,409.0
10X,IncT10x_2,EK8R_40_F,168,1502.0
10X,IncT10x_2,EK8R_40_F,171,2089.0
10X,IncT10x_2,EK8R_40_F,181,409.0
10X,IncT10x_2,EK8R_40_F,187,1502.0
10X,IncT10x_2,EK8R_40_F,190,2089.0
10X,IncT10x_2,EK8R_70_F,14,1716.0
10X,IncT10x_2,EK8R_70_F,16,811.0
10X,IncT10x_2,EK8R_70_F,17,4262.0
10X,IncT10x_2,EK8R_70_F,19,211.0
10X,IncT10x_2,EK8R_70_F,33,1716.0
10X,IncT10x_2,EK8R_70_F,35,811.0
10X,IncT10x_2,EK8R_70_F,36,4262.0
10X,IncT10x_2,EK8R_70_F,38,211.0
10X,IncT10x_2,EK8R_70_F,52,1716.0
10X,IncT10x_2,EK8R_70_F,54,811.0
10X,IncT10x_2,EK8R_70_F,55,4262.0
10X,IncT10x_2,EK8R_70_F,57,211.0
10X,IncT10x_2,EK8R_70_F,71,1716.0
10X,IncT10x_2,EK8R_70_F,73,811.0
10X,IncT10x_2,EK8R_70_F,74,4262.0
10X,IncT10x_2,EK8R_70_F,76,211.0
10X,IncT10x_2,EK8R_70_F,90,1716.0
10X,IncT10x_2,EK8R_70_F,92,811.0
10X,IncT10x_2,EK8R_70_F,93,4262.0
10X,IncT10x_2,EK8R_70_F,95,211.0
10X,IncT10x_2,EK8R_70_F,109,1716.0
10X,IncT10x_2,EK8R_70_F,111,811.0
10X,IncT10x_2,EK8R_70_F,112,4262.0
10X,IncT10x_2,EK8R_70_F,114,211.0
10X,IncT10x_2,EK8R_70_F,128,1716.0
10X,IncT10x_2,EK8R_70_F,130,811.0
10X,IncT10x_2,EK8R_70_F,131,4262.0
10X,IncT10x_2,EK8R_70_F,133,211.0
10X,IncT10x_2,EK8R_70_F,147,1716.0
10X,IncT10x_2,EK8R_70_F,149,811.0
10X,IncT10x_2,EK8R_70_F,150,4262.0
10X,IncT10x_2,EK8R_70_F,152,211.0
10X,IncT10x_2,EK8R_70_F,166,1716.0
10X,IncT10x_2,EK8R_70_F,168,811.0
10X,IncT10x_2,EK8R_70_F,169,4262.0
10X,IncT10x_2,EK8R_70_F,171,211.0
10X,IncT10x_2,EK8R_70_F,185,1716.0
10X,IncT10x_2,EK8R_70_F,187,811.0
10X,IncT10x_2,EK8R_70_F,188,4262.0
10X,IncT10x_2,EK8R_70_F,190,211.0
10X,IncT10x_2,EK8R_16_F,10,315.0
10X,IncT10x_2,EK8R_16_F,12,7032.0
10X,IncT10x_2,EK8R_16_F,16,455.0
10X,IncT10x_2,EK8R_16_F,19,198.0
10X,IncT10x_2,EK8R_16_F,29,315.0
10X,IncT10x_2,EK8R_16_F,31,7032.0
10X,IncT10x_2,EK8R_16_F,35,455.0
10X,IncT10x_2,EK8R_16_F,38,198.0
10X,IncT10x_2,EK8R_16_F,48,315.0
10X,IncT10x_2,EK8R_16_F,50,7032.0
10X,IncT10x_2,EK8R_16_F,54,455.0
10X,IncT10x_2,EK8R_16_F,57,198.0
10X,IncT10x_2,EK8R_16_F,67,315.0
10X,IncT10x_2,EK8R_16_F,69,7032.0
10X,IncT10x_2,EK8R_16_F,73,455.0
10X,IncT10x_2,EK8R_16_F,76,198.0
10X,IncT10x_2,EK8R_16_F,86,315.0
10X,IncT10x_2,EK8R_16_F,88,7032.0
10X,IncT10x_2,EK8R_16_F,92,455.0
10X,IncT10x_2,EK8R_16_F,95,198.0
10X,IncT10x_2,EK8R_16_F,105,315.0
10X,IncT10x_2,EK8R_16_F,107,7032.0
10X,IncT10x_2,EK8R_16_F,111,455.0
10X,IncT10x_2,EK8R_16_F,114,198.0
10X,IncT10x_2,EK8R_16_F,124,315.0
10X,IncT10x_2,EK8R_16_F,126,7032.0
10X,IncT10x_2,EK8R_16_F,130,455.0
10X,IncT10x_2,EK8R_16_F,133,198.0
10X,IncT10x_2,EK8R_16_F,143,315.0
10X,IncT10x_2,EK8R_16_F,145,7032.0
10X,IncT10x_2,EK8R_16_F,149,455.0
10X,IncT10x_2,EK8R_16_F,152,198.0
10X,IncT10x_2,EK8R_16_F,162,315.0
10X,IncT10x_2,EK8R_16_F,164,7032.0
10X,IncT10x_2,EK8R_16_F,168,455.0
10X,IncT10x_2,EK8R_16_F,171,198.0
10X,IncT10x_2,EK8R_16_F,181,315.0
10X,IncT10x_2,EK8R_16_F,183,7032.0
10X,IncT10x_2,EK8R_16_F,187,455.0
10X,IncT10x_2,EK8R_16_F,190,198.0
10X,IncT10x_2,EK8R_18_F,5,3468.0
10X,IncT10x_2,EK8R_18_F,8,2941.0
10X,IncT10x_2,EK8R_18_F,10,3125.0
10X,IncT10x_2,EK8R_18_F,19,3466.0
10X,IncT10x_2,EK8R_18_F,24,3468.0
10X,IncT10x_2,EK8R_18_F,27,2941.0
10X,IncT10x_2,EK8R_18_F,29,3125.0
10X,IncT10x_2,EK8R_18_F,38,3466.0
10X,IncT10x_2,EK8R_18_F,43,3468.0
10X,IncT10x_2,EK8R_18_F,46,2941.0
10X,IncT10x_2,EK8R_18_F,48,3125.0
10X,IncT10x_2,EK8R_18_F,57,3466.0
10X,IncT10x_2,EK8R_18_F,62,3468.0
10X,IncT10x_2,EK8R_18_F,65,2941.0
10X,IncT10x_2,EK8R_18_F,67,3125.0
10X,IncT10x_2,EK8R_18_F,76,3466.0
10X,IncT10x_2,EK8R_18_F,81,3468.0
10X,IncT10x_2,EK8R_18_F,84,2941.0
10X,IncT10x_2,EK8R_18_F,86,3125.0
10X,IncT10x_2,EK8R_18_F,95,3466.0
10X,IncT10x_2,EK8R_18_F,100,3468.0
10X,IncT10x_2,EK8R_18_F,103,2941.0
10X,IncT10x_2,EK8R_18_F,105,3125.0
10X,IncT10x_2,EK8R_18_F,114,3466.0
10X,IncT10x_2,EK8R_18_F,119,3468.0
10X,IncT10x_2,EK8R_18_F,122,2941.0
10X,IncT10x_2,EK8R_18_F,124,3125.0
10X,IncT10x_2,EK8R_18_F,133,3466.0
10X,IncT10x_2,EK8R_18_F,138,3468.0
10X,IncT10x_2,EK8R_18_F,141,2941.0
10X,IncT10x_2,EK8R_18_F,143,3125.0
10X,IncT10x_2,EK8R_18_F,152,3466.0
10X,IncT10x_2,EK8R_18_F,157,3468.0
10X,IncT10x_2,EK8R_18_F,160,2941.0
10X,IncT10x_2,EK8R_18_F,162,3125.0
10X,IncT10x_2,EK8R_18_F,171,3466.0
10X,IncT10x_2,EK8R_18_F,176,3468.0
10X,IncT10x_2,EK8R_18_F,179,2941.0
10X,IncT10x_2,EK8R_18_F,181,3125.0
10X,IncT10x_2,EK8R_18_F,190,3466.0
10X,IncT10x_2,EK8RM_05_16_4,5,1811.0
10X,IncT10x_2,EK8RM_05_16_4,7,3118.0
10X,IncT10x_2,EK8RM_05_16_4,11,2540.0
10X,IncT10x_2,EK8RM_05_16_4,19,31.0
10X,IncT10x_2,EK8RM_05_16_4,24,1811.0
10X,IncT10x_2,EK8RM_05_16_4,26,3118.0
10X,IncT10x_2,EK8RM_05_16_4,30,2540.0
10X,IncT10x_2,EK8RM_05_16_4,38,31.0
10X,IncT10x_2,EK8RM_05_16_4,43,1811.0
10X,IncT10x_2,EK8RM_05_16_4,45,3118.0
10X,IncT10x_2,EK8RM_05_16_4,49,2540.0
10X,IncT10x_2,EK8RM_05_16_4,57,31.0
10X,IncT10x_2,EK8RM_05_16_4,62,1811.0
10X,IncT10x_2,EK8RM_05_16_4,64,3118.0
10X,IncT10x_2,EK8RM_05_16_4,68,2540.0
10X,IncT10x_2,EK8RM_05_16_4,76,31.0
10X,IncT10x_2,EK8RM_05_16_4,81,1811.0
10X,IncT10x_2,EK8RM_05_16_4,83,3118.0
10X,IncT10x_2,EK8RM_05_16_4,87,2540.0
10X,IncT10x_2,EK8RM_05_16_4,95,31.0
10X,IncT10x_2,EK8RM_05_16_4,100,1811.0
10X,IncT10x_2,EK8RM_05_16_4,102,3118.0
10X,IncT10x_2,EK8RM_05_16_4,106,2540.0
10X,IncT10x_2,EK8RM_05_16_4,114,31.0
10X,IncT10x_2,EK8RM_05_16_4,119,1811.0
10X,IncT10x_2,EK8RM_05_16_4,121,3118.0
10X,IncT10x_2,EK8RM_05_16_4,125,2540.0
10X,IncT10x_2,EK8RM_05_16_4,133,31.0
10X,IncT10x_2,EK8RM_05_16_4,138,1811.0
10X,IncT10x_2,EK8RM_05_16_4,140,3118.0
10X,IncT10x_2,EK8RM_05_16_4,144,2540.0
10X,IncT10x_2,EK8RM_05_16_4,152,31.0
10X,IncT10x_2,EK8RM_05_16_4,157,1811.0
10X,IncT10x_2,EK8RM_05_16_4,159,3118.0
10X,IncT10x_2,EK8RM_05_16_4,163,2540.0
10X,IncT10x_2,EK8RM_05_16_4,171,31.0
10X,IncT10x_2,EK8RM_05_16_4,176,1811.0
10X,IncT10x_2,EK8RM_05_16_4,178,3118.0
10X,IncT10x_2,EK8RM_05_16_4,182,2540.0
10X,IncT10x_2,EK8RM_05_16_4,190,31.0
10X,IncT10x_2,EK8RM_01_4_4,1,1634.0
10X,IncT10x_2,EK8RM_01_4_4,6,239.0
10X,IncT10x_2,EK8RM_01_4_4,7,233.0
10X,IncT10x_2,EK8RM_01_4_4,16,280.0
10X,IncT10x_2,EK8RM_01_4_4,17,6469.0
10X,IncT10x_2,EK8RM_01_4_4,19,145.0
10X,IncT10x_2,EK8RM_01_4_4,20,1634.0
10X,IncT10x_2,EK8RM_01_4_4,25,239.0
10X,IncT10x_2,EK8RM_01_4_4,26,233.0
10X,IncT10x_2,EK8RM_01_4_4,35,280.0
10X,IncT10x_2,EK8RM_01_4_4,36,6469.0
10X,IncT10x_2,EK8RM_01_4_4,38,145.0
10X,IncT10x_2,EK8RM_01_4_4,39,1634.0
10X,IncT10x_2,EK8RM_01_4_4,44,239.0
10X,IncT10x_2,EK8RM_01_4_4,45,233.0
10X,IncT10x_2,EK8RM_01_4_4,54,280.0
10X,IncT10x_2,EK8RM_01_4_4,55,6469.0
10X,IncT10x_2,EK8RM_01_4_4,57,145.0
10X,IncT10x_2,EK8RM_01_4_4,58,1634.0
10X,IncT10x_2,EK8RM_01_4_4,63,239.0
10X,IncT10x_2,EK8RM_01_4_4,64,233.0
10X,IncT10x_2,EK8RM_01_4_4,73,280.0
10X,IncT10x_2,EK8RM_01_4_4,74,6469.0
10X,IncT10x_2,EK8RM_01_4_4,76,145.0
10X,IncT10x_2,EK8RM_01_4_4,77,1634.0
10X,IncT10x_2,EK8RM_01_4_4,82,239.0
10X,IncT10x_2,EK8RM_01_4_4,83,233.0
10X,IncT10x_2,EK8RM_01_4_4,92,280.0
10X,IncT10x_2,EK8RM_01_4_4,93,6469.0
10X,IncT10x_2,EK8RM_01_4_4,95,145.0
10X,IncT10x_2,EK8RM_01_4_4,96,1634.0
10X,IncT10x_2,EK8RM_01_4_4,101,239.0
10X,IncT10x_2,EK8RM_01_4_4,102,233.0
10X,IncT10x_2,EK8RM_01_4_4,111,280.0
10X,IncT10x_2,EK8RM_01_4_4,112,6469.0
10X,IncT10x_2,EK8RM_01_4_4,114,145.0
10X,IncT10x_2,EK8RM_01_4_4,115,1634.0
10X,IncT10x_2,EK8RM_01_4_4,120,239.0
10X,IncT10x_2,EK8RM_01_4_4,121,233.0
10X,IncT10x_2,EK8RM_01_4_4,130,280.0
10X,IncT10x_2,EK8RM_01_4_4,131,6469.0
10X,IncT10x_2,EK8RM_01_4_4,133,145.0
10X,IncT10x_2,EK8RM_01_4_4,134,1634.0
10X,IncT10x_2,EK8RM_01_4_4,139,239.0
10X,IncT10x_2,EK8RM_01_4_4,140,233.0
10X,IncT10x_2,EK8RM_01_4_4,149,280.0
10X,IncT10x_2,EK8RM_01_4_4,150,6469.0
10X,IncT10x_2,EK8RM_01_4_4,152,145.0
10X,IncT10x_2,EK8RM_01_4_4,153,1634.0
10X,IncT10x_2,EK8RM_01_4_4,158,239.0
10X,IncT10x_2,EK8RM_01_4_4,159,233.0
10X,IncT10x_2,EK8RM_01_4_4,168,280.0
10X,IncT10x_2,EK8RM_01_4_4,169,6469.0
10X,IncT10x_2,EK8RM_01_4_4,171,145.0
10X,IncT10x_2,EK8RM_01_4_4,172,1634.0
10X,IncT10x_2,EK8RM_01_4_4,177,239.0
10X,IncT10x_2,EK8RM_01_4_4,178,233.0
10X,IncT10x_2,EK8RM_01_4_4,187,280.0
10X,IncT10x_2,EK8RM_01_4_4,188,6469.0
10X,IncT10x_2,EK8RM_01_4_4,190,145.0
10X,IncT10x_2,EK8RM_4_6,12,767.0
10X,IncT10x_2,EK8RM_4_6,13,806.0
10X,IncT10x_2,EK8RM_4_6,17,541.0
